Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$163.80,,,,,
,4628897560899537974,2020-01-01T16:37:22,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4208649872583456669,2020-02-01T14:14:41,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4215880958685052187,2020-02-10T15:07:49,Payment,Complete,Brunch,Jo Park,Casey Morgan,+ $26.57,,0,,0,,Venmo balance,,,,,Venmo,,
,4459619746232962489,2020-02-17T14:45:16,Charge,Complete,Dinner,Sam Iyer,Casey Morgan,- $56.81,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4084759650603124376,2020-03-01T17:03:53,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4207541435660186974,2020-04-01T10:03:16,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4583829598376148483,2020-04-28T14:45:34,Payment,Complete,Tacos,Casey Morgan,Jo Park,- $28.99,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4446987086446836212,2020-05-01T14:13:56,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4772484493617809668,2020-05-02T15:18:51,Charge,Complete,Trivia night,Alex Carver,Casey Morgan,- $38.68,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4070889238297115601,2020-05-24T19:25:09,Payment,Complete,Brunch,Casey Morgan,Jo Park,- $19.86,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4843665874178983515,2020-06-01T10:50:17,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4244932731366978288,2020-06-11T14:08:37,Payment,Complete,Brunch,Casey Morgan,Jo Park,- $19.59,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4587450176097963521,2020-06-15T13:27:00,Payment,Complete,Groceries for the party,Casey Morgan,Jo Park,- $87.40,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4133097416236040278,2020-07-01T12:35:38,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4069261818896021183,2020-07-08T08:46:38,Payment,Complete,Beersies,Casey Morgan,Jo Park,- $34.36,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4314936344933236545,2020-07-12T19:07:41,Charge,Complete,Pizza night,Jo Park,Casey Morgan,- $29.25,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4899362685229346376,2020-08-01T20:57:43,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4417152779027671292,2020-08-14T13:40:51,Payment,Complete,Trivia night,Jo Park,Casey Morgan,+ $34.16,,0,,0,,Venmo balance,,,,,Venmo,,
,4110858616949773449,2020-08-15T15:37:42,Payment,Complete,Split the tab,Casey Morgan,Jo Park,- $47.74,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4778212483191860947,2020-09-01T11:49:47,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4718590580368669834,2020-09-17T18:44:11,Payment,Complete,Brunch,Casey Morgan,Alex Carver,- $72.01,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4561691419502303409,2020-10-01T09:30:59,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4197420797303158221,2020-10-20T14:45:46,Charge,Complete,Dinner,Jo Park,Casey Morgan,- $15.08,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4690422668618195776,2020-11-01T11:57:21,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4536055983867827053,2020-12-01T21:13:10,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
