Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$20.22,,,,,
,4053022436274240178,2022-01-26T09:23:33,Charge,Complete,Bowling,Jo Park,Casey Morgan,- $97.29,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4165695885096235789,2022-02-01T22:28:45,Payment,Complete,Pizza night,Casey Morgan,Jo Park,- $53.78,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4532389256600003672,2022-02-06T15:16:30,Payment,Complete,Foodsies,Casey Morgan,Sam Iyer,- $62.33,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4878467528089386936,2022-02-22T08:05:10,Payment,Complete,Dinner,Casey Morgan,Sam Iyer,- $113.26,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4787461725433873014,2022-04-09T08:40:07,Charge,Complete,Beersies,Jo Park,Casey Morgan,- $58.14,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4455282599080638729,2022-04-12T21:20:13,Payment,Complete,Trivia night,Casey Morgan,Sam Iyer,- $81.46,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4682893360710639500,2022-06-04T16:23:19,Charge,Complete,Concert tix,Sam Iyer,Casey Morgan,- $15.36,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4832302026360404545,2022-06-04T21:00:10,Payment,Complete,Foodsies,Casey Morgan,Dana Whitfield,- $88.52,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4869620159084270191,2022-06-27T15:18:36,Charge,Complete,Foodsies,Dana Whitfield,Casey Morgan,- $117.10,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4843892238183455769,2022-07-05T18:09:27,Charge,Complete,Trivia night,Dana Whitfield,Casey Morgan,- $87.02,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4078461092477924603,2022-07-09T18:09:28,Payment,Complete,Tacos,Casey Morgan,Sam Iyer,- $101.95,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4149941563435099554,2022-07-27T11:49:28,Payment,Complete,Pizza night,Casey Morgan,Dana Whitfield,- $49.62,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4755632848532099620,2022-07-27T16:11:04,Charge,Complete,Dinner,Jo Park,Casey Morgan,- $29.35,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4031233630820871668,2022-08-14T22:45:26,Payment,Complete,Brunch,Casey Morgan,Sam Iyer,- $100.44,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4813161715645697423,2022-08-26T10:46:05,Payment,Complete,Trivia night,Casey Morgan,Sam Iyer,- $51.33,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4890066505191784911,2022-09-18T22:29:04,Payment,Complete,Ramen,Casey Morgan,Sam Iyer,- $63.39,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4141455380309776756,2022-10-03T22:55:08,Charge,Complete,Uber home,Dana Whitfield,Casey Morgan,- $26.59,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4884776218489570656,2022-11-20T20:27:17,Charge,Complete,Beersies,Sam Iyer,Casey Morgan,- $44.77,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
