Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$84.61,,,,,
,4698365054511356397,2019-01-01T14:22:34,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4459578780243501858,2019-01-03T21:40:17,Charge,Complete,Dinner,Jo Park,Casey Morgan,- $65.97,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4767291218158061718,2019-01-20T08:05:48,Payment,Complete,Trivia night,Casey Morgan,Jo Park,- $65.65,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4569258636392016541,2019-02-01T18:59:15,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4566889478618301461,2019-02-05T13:40:06,Charge,Complete,Concert tix,Alex Carver,Casey Morgan,- $71.11,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4388430429346456106,2019-03-01T09:15:49,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4186427317295863840,2019-03-06T18:21:52,Payment,Complete,Brunch,Jo Park,Casey Morgan,+ $28.57,,0,,0,,Venmo balance,,,,,Venmo,,
,4818250773034690537,2019-03-22T17:28:23,Charge,Complete,Uber home,Sam Iyer,Casey Morgan,- $25.54,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4771616100073571844,2019-03-27T14:58:08,Payment,Complete,Pizza night,Jo Park,Casey Morgan,+ $12.81,,0,,0,,Venmo balance,,,,,Venmo,,
,4455637612266165092,2019-04-01T21:19:29,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4669826295196102968,2019-05-01T09:42:52,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4524170082238752076,2019-06-01T08:55:12,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4432542419125221744,2019-06-01T20:02:47,Payment,Complete,Bowling,Casey Morgan,Sam Iyer,- $28.25,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4832967999882292575,2019-07-01T14:14:02,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4656898918750182656,2019-07-18T15:30:18,Payment,Complete,Ramen,Casey Morgan,Sam Iyer,- $77.17,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4832018913752890759,2019-08-01T21:50:05,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4865108711211711694,2019-08-07T20:57:21,Charge,Complete,Split the tab,Alex Carver,Casey Morgan,- $20.51,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4739205307610595213,2019-08-11T12:11:57,Payment,Complete,Trivia night,Sam Iyer,Casey Morgan,+ $19.92,,0,,0,,Venmo balance,,,,,Venmo,,
,4558188556292525007,2019-08-23T17:32:40,Payment,Complete,Ramen,Casey Morgan,Jo Park,- $43.58,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4466900135098557636,2019-09-01T15:35:37,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4320084841100609570,2019-09-22T15:31:08,Charge,Complete,Concert tix,Sam Iyer,Casey Morgan,- $50.90,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4763008381677862301,2019-10-01T19:29:11,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4490676462856184360,2019-10-07T14:58:44,Charge,Complete,Uber home,Sam Iyer,Casey Morgan,- $39.93,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4853868761502306258,2019-10-21T22:04:42,Payment,Complete,Tacos,Casey Morgan,Jo Park,- $37.67,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4250205262253296870,2019-11-01T20:16:08,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4510713573156447687,2019-11-17T12:04:17,Payment,Complete,Trivia night,Casey Morgan,Sam Iyer,- $27.83,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4444193908761603689,2019-12-01T11:00:40,Charge,Complete,Rent,Marcus Bell,Casey Morgan,- $640.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4698807949893053471,2019-12-01T22:05:01,Payment,Complete,Groceries for the party,Casey Morgan,Sam Iyer,- $84.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4400532112250584694,2019-12-13T10:09:55,Payment,Complete,Uber home,Casey Morgan,Alex Carver,- $91.16,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
