Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$159.75,,,,,
,4540283944692963928,2025-01-11T11:35:46,Charge,Complete,IMAX,Jo Park,Casey Morgan,- $27.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4074751554522009630,2025-01-11T11:39:55,Payment,Complete,Brunch,Casey Morgan,Alex Carver,- $29.40,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4460264133690955250,2025-01-12T21:50:23,Payment,Complete,Ramen,Casey Morgan,Dana Whitfield,- $35.05,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4594830113307603901,2025-01-16T18:26:14,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $7.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4614950538292014804,2025-02-17T14:33:38,Charge,Complete,Coffee,Dana Whitfield,Casey Morgan,- $31.67,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4820038952477454682,2025-02-18T22:09:50,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $7.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4435608030944527161,2025-02-25T12:59:38,Charge,Complete,Movie,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4505708390778073563,2025-03-20T21:22:32,Payment,Complete,Dinner,Casey Morgan,Alex Carver,- $32.09,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4501722758853415092,2025-03-27T15:32:18,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $6.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4106038193149754394,2025-04-17T21:32:54,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $6.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4119379097845722327,2025-04-19T12:43:28,Charge,Complete,Tickets,Jo Park,Casey Morgan,- $27.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4004682923054826251,2025-05-01T22:27:14,Payment,Complete,Brunch,Casey Morgan,Priya Natarajan,- $20.90,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4618997941755352437,2025-05-14T18:45:41,Payment,Complete,Pizza night,Casey Morgan,Alex Carver,- $38.67,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4122030228257087548,2025-05-22T20:07:54,Payment,Complete,Concert tix,Casey Morgan,Priya Natarajan,- $40.46,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4748673591504450757,2025-05-25T12:27:34,Payment,Complete,Concert tix,Alex Carver,Casey Morgan,+ $29.89,,0,,0,,Venmo balance,,,,,Venmo,,
,4004197137818975622,2025-05-31T12:57:56,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $6.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4075831836563041808,2025-06-10T16:11:29,Payment,Complete,Foodsies,Dana Whitfield,Casey Morgan,+ $40.76,,0,,0,,Venmo balance,,,,,Venmo,,
,4294053321725053441,2025-06-17T17:21:04,Charge,Complete,Matinee,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4075819568188690518,2025-07-23T11:03:06,Charge,Complete,Split the tab,Alex Carver,Casey Morgan,- $38.34,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4390878008622587061,2025-07-24T12:03:50,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4827747231946492958,2025-07-27T14:57:26,Payment,Complete,Concert tix,Casey Morgan,Dana Whitfield,- $44.26,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4464321509765343939,2025-08-25T12:54:00,Charge,Complete,Tacos,Alex Carver,Casey Morgan,- $47.34,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4687086733887896752,2025-09-05T22:37:48,Charge,Complete,Concert tix,Priya Natarajan,Casey Morgan,- $36.84,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4124966280267054920,2025-09-07T17:57:19,Charge,Complete,IMAX,Jo Park,Casey Morgan,- $27.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4282559768792824641,2025-09-08T21:34:00,Payment,Complete,Ramen,Sam Iyer,Casey Morgan,+ $35.50,,0,,0,,Venmo balance,,,,,Venmo,,
,4628643810643194224,2025-09-15T12:47:53,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $9.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4694784476885403973,2025-10-12T15:43:06,Charge,Complete,IMAX,Jo Park,Casey Morgan,- $27.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4123638005909283685,2025-10-29T20:55:40,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $6.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4407939279935669940,2025-11-19T18:16:01,Charge,Complete,Matinee,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4112189788811203477,2025-11-30T17:24:52,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $6.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4498444558605201095,2025-12-12T19:26:42,Payment,Complete,Dinner,Alex Carver,Casey Morgan,+ $21.88,,0,,0,,Venmo balance,,,,,Venmo,,
,4056246972324597089,2025-12-20T09:19:11,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4132705040569763829,2025-12-26T16:12:14,Charge,Complete,Tickets,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
