Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$20.18,,,,,
,4754770327488152695,2018-01-01T20:22:50,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4753719684659255621,2018-02-01T17:04:21,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4867059932412215049,2018-02-23T20:02:38,Payment,Complete,Brunch,Casey Morgan,Sam Iyer,- $61.98,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4642508401805133242,2018-03-01T15:51:57,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4241322912214423188,2018-03-05T22:23:15,Payment,Complete,Coffee,Casey Morgan,Alex Carver,- $47.23,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4477668692320876704,2018-03-20T18:14:34,Payment,Complete,Foodsies,Casey Morgan,Jo Park,- $33.82,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4034792746723448443,2018-03-25T15:08:34,Payment,Complete,Tacos,Casey Morgan,Sam Iyer,- $56.63,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4116596851632673965,2018-04-01T10:41:15,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4307690364792659159,2018-04-19T22:03:00,Payment,Complete,Brunch,Casey Morgan,Jo Park,- $48.58,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4664239521001859042,2018-05-01T11:50:26,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4483918878429505202,2018-05-17T10:38:54,Payment,Complete,Brunch,Sam Iyer,Casey Morgan,+ $35.34,,0,,0,,Venmo balance,,,,,Venmo,,
,4148861599148998346,2018-06-01T13:21:22,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4279295807982078748,2018-06-03T10:10:21,Payment,Complete,Brunch,Casey Morgan,Alex Carver,- $89.19,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4567296483924187603,2018-06-21T18:38:44,Charge,Complete,Split the tab,Sam Iyer,Casey Morgan,- $36.18,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4508204186533655625,2018-06-28T14:41:24,Payment,Complete,Beersies,Jo Park,Casey Morgan,+ $30.46,,0,,0,,Venmo balance,,,,,Venmo,,
,4356082095982765223,2018-07-01T08:33:01,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4693074070724350671,2018-07-22T16:41:22,Payment,Complete,Bowling,Casey Morgan,Sam Iyer,- $47.05,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4310771956488220461,2018-07-26T18:37:21,Payment,Complete,Ramen,Jo Park,Casey Morgan,+ $42.83,,0,,0,,Venmo balance,,,,,Venmo,,
,4351951380324197239,2018-08-01T09:47:38,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4066088296453166228,2018-08-21T18:03:43,Payment,Complete,Ramen,Casey Morgan,Jo Park,- $19.48,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4833304770648404370,2018-09-01T14:03:06,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4195865536843589825,2018-10-01T09:07:57,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4404339597715131180,2018-11-01T14:50:10,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4489741380954497182,2018-12-01T10:17:27,Charge,Complete,Rent,Priya Natarajan,Casey Morgan,- $900.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4479281120124398886,2018-12-02T20:32:08,Payment,Complete,Beersies,Casey Morgan,Sam Iyer,- $56.72,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4065458762616461484,2018-12-09T08:10:33,Payment,Complete,Tacos,Casey Morgan,Sam Iyer,- $64.02,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4753852208471960642,2018-12-26T08:21:04,Charge,Complete,Split the tab,Alex Carver,Casey Morgan,- $57.47,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
