Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$42.99,,,,,
,4208565084954452770,2021-01-01T12:51:10,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4580068134922732736,2021-02-01T10:13:35,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4110226843734412788,2021-02-20T15:48:01,Payment,Complete,Concert tix,Casey Morgan,Sam Iyer,- $72.17,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4470567793411906873,2021-02-22T11:13:15,Payment,Complete,Dinner,Casey Morgan,Jo Park,- $79.30,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4079809211757179545,2021-03-01T09:33:45,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4659439718607329614,2021-03-22T20:17:59,Payment,Complete,Dinner,Casey Morgan,Sam Iyer,- $23.77,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4533620885321619567,2021-04-01T10:25:00,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4035822340343232764,2021-04-15T18:41:33,Charge,Complete,Bowling,Jo Park,Casey Morgan,- $24.34,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4180709227922634124,2021-05-01T20:39:34,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4089643760670325774,2021-05-07T10:29:12,Payment,Complete,Foodsies,Casey Morgan,Jo Park,- $65.18,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4064702322216679806,2021-06-01T22:14:30,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4010820697232278315,2021-06-08T16:50:15,Payment,Complete,Split the tab,Casey Morgan,Sam Iyer,- $60.09,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4544948465168794600,2021-07-01T14:06:36,Charge,Complete,Brunch,Sam Iyer,Casey Morgan,- $24.40,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4025447821164984355,2021-07-01T22:22:10,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4646952925743627412,2021-08-01T16:53:20,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4047762718448779232,2021-08-05T11:19:15,Payment,Complete,Split the tab,Casey Morgan,Jo Park,- $58.47,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4178803809471048406,2021-08-05T13:59:31,Payment,Complete,Beersies,Casey Morgan,Sam Iyer,- $48.77,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4240764267197630660,2021-08-21T19:33:23,Payment,Complete,Split the tab,Sam Iyer,Casey Morgan,+ $11.07,,0,,0,,Venmo balance,,,,,Venmo,,
,4541162681133175234,2021-09-01T17:51:21,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4897400996951039418,2021-09-04T13:38:58,Charge,Complete,Dinner,Alex Carver,Casey Morgan,- $38.23,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4254980572057703422,2021-10-01T10:48:38,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4872526297208853334,2021-10-07T16:58:08,Payment,Complete,Tacos,Jo Park,Casey Morgan,+ $51.66,,0,,0,,Venmo balance,,,,,Venmo,,
,4117379425053773285,2021-11-01T17:53:21,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4219228527280274402,2021-12-01T14:42:23,Charge,Complete,Rent,Dana Whitfield,Casey Morgan,- $500.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4053215257785811074,2021-12-09T14:45:05,Payment,Complete,Concert tix,Jo Park,Casey Morgan,+ $47.24,,0,,0,,Venmo balance,,,,,Venmo,,
,4831417278727104309,2021-12-23T18:32:10,Payment,Complete,Ramen,Sam Iyer,Casey Morgan,+ $25.32,,0,,0,,Venmo balance,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
