Account Statement - (@Casey-Morgan-12) ,,,,,,,,,,,,,,,,,,,,,
Account Activity,,,,,,,,,,,,,,,,,,,,,
,ID,Datetime,Type,Status,Note,From,To,Amount (total),Amount (tip),Amount (tax),Amount (fee),Tax Rate,Tax Exempt,Funding Source,Destination,Beginning Balance,Ending Balance,Statement Period Venmo Fees,Terminal Location,Year to Date Venmo Fees,Disclaimer
,,,,,,,,,,,,,,,,$20.26,,,,,
,4638775507773187059,2026-01-10T15:57:15,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4114578775164934627,2026-01-17T13:02:38,Charge,Complete,Tickets,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4236634245378925467,2026-02-02T13:58:51,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4049132131549811501,2026-02-11T10:49:31,Charge,Complete,Bowling,Dana Whitfield,Casey Morgan,- $32.90,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4245199417292056730,2026-02-27T17:15:21,Charge,Complete,Movie,Jo Park,Casey Morgan,- $18.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4512516109356106091,2026-03-15T16:09:04,Charge,Complete,Matinee,Jo Park,Casey Morgan,- $27.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4301806701335961537,2026-03-30T21:41:41,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $7.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4779262592583089333,2026-04-03T08:06:25,Payment,Complete,Brunch,Casey Morgan,Priya Natarajan,- $28.41,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4184755721757915529,2026-04-16T18:24:34,Charge,Complete,Matinee,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4421239125362865623,2026-04-30T09:25:54,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $7.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4130765126444555419,2026-05-15T12:27:35,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4204965547199635671,2026-05-18T21:32:11,Charge,Complete,IMAX,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4568667834023952435,2026-06-09T13:08:51,Charge,Complete,Tickets,Jo Park,Casey Morgan,- $18.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4758866938580980945,2026-06-14T12:00:18,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4235525846716129308,2026-07-01T22:29:51,Charge,Complete,Coffee,Priya Natarajan,Casey Morgan,- $47.91,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4655153728863041996,2026-07-19T11:33:27,Charge,Complete,Dinner,Dana Whitfield,Casey Morgan,- $21.57,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4191878498410429016,2026-07-27T16:50:11,Charge,Complete,Tickets,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4134183377147343614,2026-07-28T11:42:30,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $7.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4826476798048345728,2026-07-29T22:23:51,Charge,Complete,Beersies,Dana Whitfield,Casey Morgan,- $26.09,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4387334123786622716,2026-08-18T16:55:29,Charge,Complete,IMAX,Jo Park,Casey Morgan,- $23.50,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4228005192826524372,2026-08-25T10:15:50,Payment,Complete,Coffee,Casey Morgan,Sam Iyer,- $21.24,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4252034432423497720,2026-09-02T10:41:37,Payment,Complete,cabin weekend share,Casey Morgan,Jordan Reyes,- $210.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,4831868395541628418,2026-09-12T11:36:34,Payment,Complete,fruit,Casey Morgan,Lakeview Fruit Cart,- $8.00,,0,,0,,Lakeshore Credit Union Checking,,,,,Venmo,,
,,,,,,,,,,,,,,,,,$0.00,$0.00,,$0.00,"In case of errors or questions about your electronic transfers, see the Cardholder Agreement (https://venmo.com/legal/cardholder-agreement)."
